SALE TYPE,SOLD DATE,PROPERTY TYPE,ADDRESS,CITY,STATE OR PROVINCE,ZIP OR POSTAL CODE,PRICE,BEDS,BATHS,LOCATION,SQUARE FEET,LOT SIZE,YEAR BUILT,DAYS ON MARKET,$/SQUARE FEET,HOA/MONTH,STATUS,NEXT OPEN HOUSE START TIME,NEXT OPEN HOUSE END TIME,URL (SEE https://www.redfin.com/buy-a-home/comparative-market-analysis FOR INFO ON PRICING),SOURCE,MLS#,FAVORITE,INTERESTED,LATITUDE,LONGITUDE
"In accordance with local MLS rules, some MLS listings are not included in the download"
MLS Listing,,Townhouse,3131 E Legacy Dr #2055,Phoenix,AZ,85042,367900,2,2.0,CACHET AT LEGACY CONDOMINIUM,1306,123,2002,4,282,420,Active,,,https://www.redfin.com/AZ/Phoenix/3131-E-Legacy-Dr-85042/unit-2055/home/27279803,ARMLS,6857466,N,Y,33.3838539,-112.0150283
MLS Listing,,Single Family Residential,3643 W Medinah Ct,Anthem,AZ,85086,624900,4,2.5,ANTHEM UNIT 41B,2567,5739,2004,4,243,96,Active,,,https://www.redfin.com/AZ/Anthem/3643-W-Medinah-Ct-85086/home/27779561,ARMLS,6857460,N,Y,33.8597176,-112.1387134
MLS Listing,,Single Family Residential,3136 W Voltaire Ave,Phoenix,AZ,85029,349000,4,2.0,SURREY HEIGHTS 1,1610,6750,1961,4,217,,Active,,,https://www.redfin.com/AZ/Phoenix/3136-W-Voltaire-Ave-85029/home/27706391,ARMLS,6857442,N,Y,33.6092181,-112.1268131
MLS Listing,,Condo/Co-op,2425 W Bronco Butte Trl #2028,Phoenix,AZ,85085,524500,2,2.0,DESERT VILLAGE AT SONORAN FOOTHILLS LOT 1 CONDOMIN,1850,1841,2018,4,284,408,Active,,,https://www.redfin.com/AZ/Phoenix/2425-W-Bronco-Butte-Trl-85085/unit-2028/home/147710277,ARMLS,6857439,N,Y,33.7748947,-112.1099178
MLS Listing,,Single Family Residential,5637 E Lonesome Trl,Cave Creek,AZ,85331,850000,3,2.0,LONE MOUNTAIN,2182,7200,2011,4,390,136,Active,,,https://www.redfin.com/AZ/Cave-Creek/5637-E-Lonesome-Trl-85331/home/27207726,ARMLS,6857436,N,Y,33.779825,-111.9583818
MLS Listing,,Single Family Residential,3730 W Michigan Ave,Glendale,AZ,85308,420000,3,2.5,COURTLAND VILLAGE,1480,6593,1985,4,284,,Active,,,https://www.redfin.com/AZ/Glendale/3730-W-Michigan-Ave-85308/home/27553047,ARMLS,6857405,N,Y,33.6511925,-112.1405556
MLS Listing,,Single Family Residential,4316 E Bighorn Ave,Phoenix,AZ,85044,519000,3,2.5,MOUNTAIN PARK RANCH UNIT 8D LOT 1-109 TR A,2093,4966,1993,4,248,34,Active,,,https://www.redfin.com/AZ/Phoenix/4316-E-Bighorn-Ave-85044/home/27320139,ARMLS,6857398,N,Y,33.3084228,-111.9898578
MLS Listing,,Single Family Residential,3445 W Carriage Dr,Phoenix,AZ,85086,2750000,6,7.0,Custom,6000,217417,2024,4,458,,Active,,,https://www.redfin.com/AZ/Phoenix/3445-W-Carriage-Dr-85086/home/27298142,ARMLS,6857387,N,Y,33.8163988,-112.1342792
MLS Listing,,Single Family Residential,2021 E Caldwell St,Phoenix,AZ,85042,495000,4,2.0,Mountain Cove at South Mountain,1920,6049,2001,4,258,79,Active,,,https://www.redfin.com/AZ/Phoenix/2021-E-Caldwell-St-85042/home/27245291,ARMLS,6850410,N,Y,33.3695978,-112.0384384
MLS Listing,,Townhouse,8008 N Central Ave #10,Phoenix,AZ,85020,499990,3,3.0,8000 NORTH,2196,167,1965,4,228,375,Active,,,https://www.redfin.com/AZ/Phoenix/8008-N-Central-Ave-85020/unit-10/home/28150170,ARMLS,6857379,N,Y,33.5538333,-112.0748257
MLS Listing,,Single Family Residential,3039 E Willetta St,Phoenix,AZ,85008,525000,4,2.0,MCDOWELL HOMES BLK 5-8,1559,9505,1948,4,337,,Active,,,https://www.redfin.com/AZ/Phoenix/3039-E-Willetta-St-85008/home/27918524,ARMLS,6857375,N,Y,33.4637323,-112.0155464
MLS Listing,,Single Family Residential,3010 E Glenrosa Ave,Phoenix,AZ,85016,1499999,4,3.5,SHARONDALE PLAT 3,2659,8124,2022,4,564,,Active,,,https://www.redfin.com/AZ/Phoenix/3010-E-Glenrosa-Ave-85016/home/28329066,ARMLS,6847530,N,Y,33.4990214,-112.0168149
MLS Listing,,Single Family Residential,3108 E San Juan Ave,Phoenix,AZ,85016,1975000,3,3.5,BILTMORE SHORES REPLAT,2649,6129,1987,4,746,802,Active,,,https://www.redfin.com/AZ/Phoenix/3108-E-San-Juan-Ave-85016/home/27475216,ARMLS,6857364,N,Y,33.5185645,-112.0142973
MLS Listing,,Single Family Residential,526 W Kings Ave,Phoenix,AZ,85023,525000,3,2.0,TURTLE CREEK,1618,5724,1987,4,324,77,Active,,,https://www.redfin.com/AZ/Phoenix/526-W-Kings-Ave-85023/home/26990534,ARMLS,6855860,N,Y,33.6357448,-112.0818283
MLS Listing,,Single Family Residential,2946 W Amber Sun Dr,Phoenix,AZ,85085,695000,4,3.0,STONELEDGE AT NORTH CANYON,2547,7866,2017,4,273,102,Active,May-4-2025 11:00 AM,May-4-2025 02:00 PM,https://www.redfin.com/AZ/Phoenix/2946-W-Amber-Sun-Dr-85085/home/95460890,ARMLS,6857324,N,Y,33.7932197,-112.1236405
MLS Listing,,Single Family Residential,3740 E Tonto Ct,Phoenix,AZ,85044,715000,4,3.0,AHWATUKEE HS-1 UNIT 2,2559,10472,1994,4,279,11,Active,,,https://www.redfin.com/AZ/Phoenix/3740-E-Tonto-Ct-85044/home/28194758,ARMLS,6857317,N,Y,33.3314675,-112.0014762
MLS Listing,,Mobile/Manufactured Home,2607 E Phelps Rd,Phoenix,AZ,85032,375000,3,2.0,BELL PARK,1672,7728,2019,4,224,,Active,,,https://www.redfin.com/AZ/Phoenix/2607-E-Phelps-Rd-85032/home/27443862,ARMLS,6857316,N,Y,33.6381917,-112.0260283
MLS Listing,,Single Family Residential,4303 N 18th St,Phoenix,AZ,85016,430000,2,1.0,PETERS VIEW TRACT 2,1320,7828,1946,4,326,,Active,,,https://www.redfin.com/AZ/Phoenix/4303-N-18th-St-85016/home/27611991,ARMLS,6857297,N,Y,33.4986792,-112.0429907
MLS Listing,,Single Family Residential,1012 E Wagon Wheel Dr,Phoenix,AZ,85020,625000,2,2.0,ORANGEWOOD NORTH,1903,5246,1975,4,328,450,Active,,,https://www.redfin.com/AZ/Phoenix/1012-E-Wagon-Wheel-Dr-85020/home/27212694,ARMLS,6857296,N,Y,33.5467954,-112.0602589
MLS Listing,,Townhouse,5729 S 21st Ter,Phoenix,AZ,85040,340000,3,2.0,COPPER LEAF DEVELOPMENT UNIT 3 CONDOMINIUM AMD,1463,806,2004,4,232,173,Active,,,https://www.redfin.com/AZ/Phoenix/5729-S-21st-Ter-85040/home/27380979,ARMLS,6856574,N,Y,33.394227,-112.034686
MLS Listing,,Single Family Residential,1633 W Acoma Dr,Phoenix,AZ,85023,699000,3,2.5,MOON MOUNTAIN VISTAS,2330,6583,1991,4,300,24,Active,,,https://www.redfin.com/AZ/Phoenix/1633-W-Acoma-Dr-85023/home/28030956,ARMLS,6857286,N,Y,33.6176393,-112.0949632
MLS Listing,,Townhouse,1024 E Frye Rd #1090,Phoenix,AZ,85048,455000,3,2.5,STONECLIFFE CONDOMINIUM,1869,4454,1999,4,243,360,Active,,,https://www.redfin.com/AZ/Phoenix/1024-E-Frye-Rd-85048/unit-1090/home/27929748,ARMLS,6857256,N,Y,33.2987343,-112.0610432
MLS Listing,,Single Family Residential,3603 E Salter Dr,Phoenix,AZ,85050,1299900,5,4.5,DESERT RIDGE SUPERBLOCK 11 PARCEL 5,3566,7844,2013,4,365,198,Active,,,https://www.redfin.com/AZ/Phoenix/3603-E-Salter-Dr-85050/home/27208724,ARMLS,6851683,N,Y,33.6826846,-112.0033639
MLS Listing,,Single Family Residential,3330 W Gran Paradiso Dr,Phoenix,AZ,85086,595000,3,2.5,TRAMONTO PARCEL W-14,2151,6790,2012,4,277,175,Active,,,https://www.redfin.com/AZ/Phoenix/3330-W-Gran-Paradiso-Dr-85086/home/28409177,ARMLS,6857251,N,Y,33.8048983,-112.1314945
MLS Listing,,Townhouse,6623 N 44th Ave,Glendale,AZ,85301,234900,4,1.5,WEST PLAZA TOWNHOUSE,1576,1729,1963,4,149,230,Active,,,https://www.redfin.com/AZ/Glendale/6623-N-44th-Ave-85301/home/28071640,ARMLS,6857237,N,Y,33.5335354,-112.1527669
MLS Listing,,Townhouse,5703 N 43rd Ln,Glendale,AZ,85301,219900,3,1.5,VILLA CHARME 5 TOWNHOUSES,1248,2161,1973,4,176,200,Active,,,https://www.redfin.com/AZ/Glendale/5703-N-43rd-Ln-85301/home/27513527,ARMLS,6857235,N,Y,33.5205551,-112.1527498
MLS Listing,,Single Family Residential,3228 W Mercer Ln,Phoenix,AZ,85029,389000,3,2.0,PATIO HERMOSO,1586,7741,1972,4,245,17,Active,,,https://www.redfin.com/AZ/Phoenix/3228-W-Mercer-Ln-85029/home/27010249,ARMLS,6857221,N,Y,33.5854979,-112.1279071
MLS Listing,,Townhouse,3840 N 43rd Ave #16,Phoenix,AZ,85031,119900,2,1.5,EL SERENO,980,476,1975,4,122,340,Active,,,https://www.redfin.com/AZ/Phoenix/3840-N-43rd-Ave-85031/unit-16/home/193896335,ARMLS,6857223,N,Y,33.49301,-112.1540054
MLS Listing,,Single Family Residential,1617 W Vineyard Rd,Phoenix,AZ,85041,285000,2,1.0,VISTA GRANDE UNIT 4,840,6120,1972,4,339,,Active,,,https://www.redfin.com/AZ/Phoenix/1617-W-Vineyard-Rd-85041/home/169451094,ARMLS,6857218,N,Y,33.3848128,-112.0934435
MLS Listing,,Single Family Residential,11416 N Bancroft Dr,Phoenix,AZ,85028,815000,4,2.5,CHOLLA MOUNTAIN ESTATES AMD,2781,15007,1993,4,293,,Active,April-29-2025 08:00 AM,April-29-2025 07:00 PM,https://www.redfin.com/AZ/Phoenix/11416-N-Bancroft-Dr-85028/home/27622587,ARMLS,6857211,N,Y,33.5903142,-112.0293653
MLS Listing,,Single Family Residential,4735 W Crivello Ave,Laveen,AZ,85339,934999,4,3.0,Metes & Bounds,3564,43628,2007,4,262,,Active,,,https://www.redfin.com/AZ/Laveen/4735-W-Crivello-Ave-85339/home/27327195,ARMLS,6857210,N,Y,33.335353,-112.161754
MLS Listing,,Townhouse,10445 N 11th Pl #3,Phoenix,AZ,85020,305000,2,1.5,POINTE TAPATIO 2,1060,791,1985,4,288,466,Active,,,https://www.redfin.com/AZ/Phoenix/10445-N-11th-Pl-85020/unit-3/home/27335901,ARMLS,6857207,N,Y,33.5820875,-112.0567788
MLS Listing,,Condo/Co-op,5302 E Van Buren St #2015,Phoenix,AZ,85008,240000,1,1.0,BELAFLORA CONDOMINIUMS,688,672,2002,4,349,235,Active,,,https://www.redfin.com/AZ/Phoenix/5302-E-Van-Buren-St-85008/unit-2015/home/27087789,ARMLS,6857199,N,Y,33.4519676,-111.9656267
MLS Listing,,Single Family Residential,5111 E Cortez Dr,Scottsdale,AZ,85254,995000,4,3.5,EAGLES EYRE 2,3511,17918,1978,4,283,,Active,May-3-2025 11:00 AM,May-3-2025 04:00 PM,https://www.redfin.com/AZ/Scottsdale/5111-E-Cortez-Dr-85254/home/28014533,ARMLS,6857192,N,Y,33.5914873,-111.9700647
MLS Listing,,Single Family Residential,2227 E Mobile Ln,Phoenix,AZ,85040,350000,4,1.75,SHERATON PARK 1,1810,6826,1965,4,193,,Active,,,https://www.redfin.com/AZ/Phoenix/2227-E-Mobile-Ln-85040/home/27750383,ARMLS,6857197,N,Y,33.4017748,-112.0328867
MLS Listing,,Single Family Residential,1546 W Culver St,Phoenix,AZ,85007,850000,3,3.0,FQ STORY ADDITION PLAT E,1529,7070,1936,4,556,,Active,,,https://www.redfin.com/AZ/Phoenix/1546-W-Culver-St-85007/home/27028237,ARMLS,6857171,N,Y,33.4629748,-112.0932706
MLS Listing,,Townhouse,2845 E Tracy Ln #4,Phoenix,AZ,85032,255000,2,1.0,PARADISE MOUNTAIN SHADOWS,780,1621,1984,4,327,245,Active,,,https://www.redfin.com/AZ/Phoenix/2845-E-Tracy-Ln-85032/unit-4/home/190581435,ARMLS,6857170,N,Y,33.6292483,-112.0205067
MLS Listing,,Single Family Residential,40715 N Lytham Ct,Phoenix,AZ,85086,1360000,4,3.5,ANTHEM UNIT 38,2793,8308,2004,4,487,526,Active,,,https://www.redfin.com/AZ/Phoenix/40715-N-Lytham-Ct-85086/home/28058680,ARMLS,6857143,N,Y,33.8552858,-112.0913767
MLS Listing,,Single Family Residential,1721 W South Fork Dr,Phoenix,AZ,85045,715000,4,2.75,PARCEL 16C UNIT 2 AT FOOTHILLS CLUB WEST,2602,6103,1996,4,275,42,Active,,,https://www.redfin.com/AZ/Phoenix/1721-W-South-Fork-Dr-85045/home/27571625,ARMLS,6857136,N,Y,33.3030676,-112.0961215
MLS Listing,,Single Family Residential,2242 E Palm Ln,Phoenix,AZ,85006,949000,3,2.5,VEL RU HEIGHTS,3006,13778,2011,4,316,,Active,,,https://www.redfin.com/AZ/Phoenix/2242-E-Palm-Ln-85006/home/28159121,ARMLS,6857120,N,Y,33.4695852,-112.0328089
MLS Listing,,Single Family Residential,15629 N 63rd Pl,Scottsdale,AZ,85254,725000,3,2.0,SUNSET RIDGE,1587,6702,1983,4,457,,Active,,,https://www.redfin.com/AZ/Scottsdale/15629-N-63rd-Pl-85254/home/27946754,ARMLS,6857118,N,Y,33.6284205,-111.9441228
MLS Listing,,Townhouse,4433 E Wood St,Phoenix,AZ,85040,185000,2,1.5,HALLCRAFT VILLAS EAST 5,924,814,1973,4,200,290,Active,,,https://www.redfin.com/AZ/Phoenix/4433-E-Wood-St-85040/home/28204634,ARMLS,6857111,N,Y,33.4083126,-111.9855793
MLS Listing,,Condo/Co-op,3633 N 3rd Ave #2061,Phoenix,AZ,85013,412500,3,2.0,3RD AVENUE PALMS CONDOMINIUMS,1252,742,1999,4,329,291,Active,,,https://www.redfin.com/AZ/Phoenix/3633-N-3rd-Ave-85013/unit-2061/home/28375657,ARMLS,6857116,N,Y,33.490181,-112.077607
MLS Listing,,Single Family Residential,18025 N 65th Pl,Phoenix,AZ,85054,1100000,4,3.0,PARADISE RIDGE,2292,6402,2019,4,480,153,Active,,,https://www.redfin.com/AZ/Phoenix/18025-N-65th-Pl-85054/home/167635234,ARMLS,6857112,N,Y,33.650325,-111.9399826
MLS Listing,,Single Family Residential,40816 N Harbour Town Way,Anthem,AZ,85086,749500,3,3.0,ANTHEM UNIT 24,2182,8050,2003,4,343,526,Active,,,https://www.redfin.com/AZ/Anthem/40816-N-Harbour-Town-Way-85086/home/28247167,ARMLS,6844176,N,Y,33.8555075,-112.1032696
MLS Listing,,Single Family Residential,702 W Mountain Sky Ave,Phoenix,AZ,85045,749900,4,3.0,FOOTHILLS CLUB,2600,8285,1993,4,288,42,Active,,,https://www.redfin.com/AZ/Phoenix/702-W-Mountain-Sky-Ave-85045/home/27306975,ARMLS,6857104,N,Y,33.304113,-112.0841285
MLS Listing,,Single Family Residential,3826 W Davidson Ln,Phoenix,AZ,85051,390000,3,2.0,PARKWOOD SUBDIVISION UNIT NO. 4,1494,7619,1968,4,261,,Active,,,https://www.redfin.com/AZ/Phoenix/3826-W-Davidson-Ln-85051/home/27405346,ARMLS,6857102,N,Y,33.5701609,-112.1419493
MLS Listing,,Condo/Co-op,1006 E Osborn Rd Unit B,Phoenix,AZ,85014,199900,1,1.0,LE CONTINENTAL,605,630,1969,4,330,374,Active,,,https://www.redfin.com/AZ/Phoenix/1006-E-Osborn-Rd-85014/unit-B/home/27368638,ARMLS,6857096,N,Y,33.4878118,-112.0609362
MLS Listing,,Single Family Residential,11039 N 42nd St,Phoenix,AZ,85028,1500000,4,2.5,PARADISE VALLEY PALMS UNIT 5 AMD,2186,17992,2023,4,686,,Active,,,https://www.redfin.com/AZ/Phoenix/11039-N-42nd-St-85028/home/27218495,ARMLS,6857071,N,Y,33.5877533,-111.9906476
MLS Listing,,Condo/Co-op,2989 N 44th St #3044,Phoenix,AZ,85018,525000,2,2.0,ARCADIA GROVE CONDOMINIUM,1399,1502,2005,4,375,605,Active,,,https://www.redfin.com/AZ/Phoenix/2989-N-44th-St-85018/unit-3044/home/28141981,ARMLS,6857062,N,Y,33.4818106,-111.9863575
MLS Listing,,Single Family Residential,30026 N 47th St,Cave Creek,AZ,85331,1095000,4,2.0,DESERT FAIRWAYS AT TATUM RANCH UNIT 2,2563,9832,1992,4,427,33,Active,,,https://www.redfin.com/AZ/Cave-Creek/30026-N-47th-St-85331/home/27568748,ARMLS,6857051,N,Y,33.7586731,-111.9816825
MLS Listing,,Single Family Residential,10310 N 37th St,Phoenix,AZ,85028,3900000,5,3.5,PARADISE FOOTHILLS,4043,48879,2021,4,965,,Active,,,https://www.redfin.com/AZ/Phoenix/10310-N-37th-St-85028/home/146076974,ARMLS,6857045,N,Y,33.5800371,-112.0028777
MLS Listing,,Single Family Residential,8014 S 56th Ave,Laveen,AZ,85339,350000,2,1.0,GREENS OUTER LIMITS,616,35231,1986,4,568,,Active,,,https://www.redfin.com/AZ/Laveen/8014-S-56th-Ave-85339/home/27257284,ARMLS,6857035,N,Y,33.3731937,-112.1798491
MLS Listing,,Single Family Residential,3027 W Wescott Dr,Phoenix,AZ,85027,900000,3,2.0,RIDGEWOOD ACRES,2353,17865,1979,4,382,,Active,,,https://www.redfin.com/AZ/Phoenix/3027-W-Wescott-Dr-85027/home/26880200,ARMLS,6856392,N,Y,33.6580983,-112.124883
MLS Listing,,Single Family Residential,3913 W Krall St,Phoenix,AZ,85019,439900,3,2.0,"WEST PLAZA 12 LOT 2212-2356, TR A",1676,7850,1960,4,262,,Active,,,https://www.redfin.com/AZ/Phoenix/3913-W-Krall-St-85019/home/26987174,ARMLS,6857030,N,Y,33.5339047,-112.1435948
MLS Listing,,Mobile/Manufactured Home,7200 N 43rd Ave #82,Glendale,AZ,85301,79913,2,2.0,Royal Glen Mobile Home Community,896,,1988,4,89,,Active,,,https://www.redfin.com/AZ/Glendale/7200-N-43rd-Ave-85301/unit-82/home/195511145,ARMLS,6857027,N,Y,33.5426899,-112.1528075
MLS Listing,,Single Family Residential,1701 W Clarendon Ave,Phoenix,AZ,85015,430000,2,1.0,CARLETON ESTATES,860,9431,1944,4,500,,Active,,,https://www.redfin.com/AZ/Phoenix/1701-W-Clarendon-Ave-85015/home/27657349,ARMLS,6857010,N,Y,33.491145,-112.0959367
MLS Listing,,Single Family Residential,2037 W Wood Dr,Phoenix,AZ,85029,399995,3,2.0,MOON VALLEY GARDENS LOTS 205-280,1648,7229,1961,4,243,,Active,,,https://www.redfin.com/AZ/Phoenix/2037-W-Wood-Dr-85029/home/193004371,ARMLS,6857008,N,Y,33.604111,-112.1030278
MLS Listing,,Vacant Land,9935 N 16th Pl E #69,Phoenix,AZ,85020,299999,,,OCOTILLO HILLS 3,,22612,,4,,,Active,,,https://www.redfin.com/AZ/Phoenix/9935-N-16th-St-85020/unit-69/home/192527077,ARMLS,6857004,N,Y,33.577812,-112.047623
MLS Listing,,Multi-Family (2-4 Unit),602 S 17th Ave,Phoenix,AZ,85007,850000,,,Phoenix,,17270,1947,4,,,Active,,,https://www.redfin.com/AZ/Phoenix/602-S-17th-Ave-85007/home/28321675,ARMLS,6856997,N,Y,33.4421418,-112.0962729
MLS Listing,,Single Family Residential,2031 N 28th Pl,Phoenix,AZ,85008,450000,3,2.0,SANDIGE SQUARE,1533,7745,1968,4,294,,Active,,,https://www.redfin.com/AZ/Phoenix/2031-N-28th-Pl-85008/home/27320827,ARMLS,6831755,N,Y,33.470598,-112.0202429
MLS Listing,,Single Family Residential,1644 W Thunderbird Rd,Phoenix,AZ,85023,569900,4,2.0,MOON VALLEY GARDENS 2,2120,8833,1973,4,269,,Active,,,https://www.redfin.com/AZ/Phoenix/1644-W-Thunderbird-Rd-85023/home/27014190,ARMLS,6856994,N,Y,33.6105004,-112.0933188
MLS Listing,,Single Family Residential,9221 N Camino Vista Ln,Phoenix,AZ,85028,889900,3,2.0,HERITAGE HEIGHTS UNIT 1,1920,11623,1971,4,463,100,Active,April-29-2025 02:00 PM,April-29-2025 04:30 PM,https://www.redfin.com/AZ/Phoenix/9221-N-Camino-Vista-Ln-85028/home/28329042,ARMLS,6856984,N,Y,33.5715047,-112.0148671
MLS Listing,,Single Family Residential,3029 E Elm St,Phoenix,AZ,85016,1435000,4,4.0,SHARONDALE PLAT 2,2778,7850,1954,4,517,,Active,,,https://www.redfin.com/AZ/Phoenix/3029-E-Elm-St-85016/home/27215370,ARMLS,6856979,N,Y,33.5069208,-112.0161063
MLS Listing,,Single Family Residential,1617 E Fremont Rd,Phoenix,AZ,85042,495000,4,2.0,MOUNTAIN VIEW ESTATES UNIT 4,2220,8424,1998,4,223,,Active,,,https://www.redfin.com/AZ/Phoenix/1617-E-Fremont-Rd-85042/home/27288978,ARMLS,6846923,N,Y,33.3808707,-112.0464847
MLS Listing,,Single Family Residential,16716 S 32nd Ln,Phoenix,AZ,85045,3749600,5,7.0,FOOTHILLS 80,6880,42364,2007,4,545,100,Active,,,https://www.redfin.com/AZ/Phoenix/16716-S-32nd-Ln-85045/home/28010463,ARMLS,6855963,N,Y,33.2949263,-112.1298997
MLS Listing,,Single Family Residential,1805 W Dusty Wren Dr,Phoenix,AZ,85085,860000,4,2.5,SONORAN FOOTHILLS PARCEL 19,2912,10910,2006,4,295,221,Active,,,https://www.redfin.com/AZ/Phoenix/1805-W-Dusty-Wren-Dr-85085/home/27285231,ARMLS,6856968,N,Y,33.7792868,-112.0976531
MLS Listing,,Single Family Residential,3130 W Berkeley Rd,Phoenix,AZ,85009,275000,2,1.0,NORTHWEST HOMESITES 2 BLKS 15-19,920,6181,1949,4,299,,Active,,,https://www.redfin.com/AZ/Phoenix/3130-W-Berkeley-Rd-85009/home/27849944,ARMLS,6856964,N,Y,33.4690734,-112.1271865
MLS Listing,,Townhouse,610 E Montebello Ave #46,Phoenix,AZ,85012,340000,2,1.5,PALO VERDE ESTATES,1199,1005,1973,4,284,400,Active,,,https://www.redfin.com/AZ/Phoenix/610-E-Montebello-Ave-85012/unit-46/home/146212555,ARMLS,6856962,N,Y,33.5208709,-112.0663137
MLS Listing,,Single Family Residential,6111 N 8th St,Phoenix,AZ,85014,825000,3,2.5,BETHANY ESTATES (59/53),1944,6469,1954,4,424,,Active,,,https://www.redfin.com/AZ/Phoenix/6111-N-8th-St-85014/home/27214423,ARMLS,6855264,N,Y,33.5255885,-112.063261
MLS Listing,,Single Family Residential,1527 E Sunnyslope Ln,Phoenix,AZ,85020,550000,4,2.0,HIGH POINT PARK,1640,7800,1952,4,335,,Active,,,https://www.redfin.com/AZ/Phoenix/1527-E-Sunnyslope-Ln-85020/home/26969263,ARMLS,6856943,N,Y,33.570169,-112.0489188
MLS Listing,,Single Family Residential,38018 N 23rd Ave,Phoenix,AZ,85086,630000,3,2.0,Rural,1356,43626,2001,4,465,,Active,,,https://www.redfin.com/AZ/Phoenix/38018-N-23rd-Ave-85086/home/27318004,ARMLS,6856931,N,Y,33.8301395,-112.1107987
MLS Listing,,Single Family Residential,3235 W Jefferson St,Phoenix,AZ,85009,199000,3,2.0,WORMSERS ADDITION BLOCK 1,1416,8240,1963,4,141,,Active,,,https://www.redfin.com/AZ/Phoenix/3235-W-Jefferson-St-85009/home/27682228,ARMLS,6856929,N,Y,33.4465307,-112.1296776
MLS Listing,,Single Family Residential,4216 N 20th St,Phoenix,AZ,85016,739950,4,2.0,PETERS VIEW TRACT 3,2103,7623,1947,4,352,,Active,,,https://www.redfin.com/AZ/Phoenix/4216-N-20th-St-85016/home/27395925,ARMLS,6856928,N,Y,33.4979033,-112.0391997
MLS Listing,,Single Family Residential,3131 E Las Rocas Dr,Phoenix,AZ,85028,625000,4,2.0,HERITAGE HEIGHTS UNIT 3,2560,10088,1972,4,244,100,Active,,,https://www.redfin.com/AZ/Phoenix/3131-E-Las-Rocas-Dr-85028/home/27216032,ARMLS,6856927,N,Y,33.5682744,-112.0143527
MLS Listing,,Townhouse,6500 E Camelback Rd #1010,Scottsdale,AZ,85251,2590000,3,3.5,LUXIAN VILLAS ON CAMELBACK CONDOMINIUM,3030,1506,2020,4,855,690,Active,,,https://www.redfin.com/AZ/Scottsdale/6500-E-Camelback-Rd-85251/unit-1010/home/170037728,ARMLS,6855584,N,Y,33.502767,-111.941177
MLS Listing,,Single Family Residential,14241 N 56th Pl,Scottsdale,AZ,85254,975000,4,2.0,56TH STREET & ACOMA,1812,13192,1989,4,538,,Active,May-3-2025 10:00 AM,May-3-2025 01:00 PM,https://www.redfin.com/AZ/Scottsdale/14241-N-56th-Pl-85254/home/27622624,ARMLS,6846579,N,Y,33.6166604,-111.9594918
MLS Listing,,Single Family Residential,2418 W White Feather Ln,Phoenix,AZ,85085,570000,4,2.5,DYNAMITE MOUNTAIN RANCH SECTION A,2240,5184,2002,4,254,52,Active,,,https://www.redfin.com/AZ/Phoenix/2418-W-White-Feather-Ln-85085/home/27079376,ARMLS,6852299,N,Y,33.7394829,-112.1110779
MLS Listing,,Single Family Residential,506 W Sandra Ter,Phoenix,AZ,85023,598230,3,2.5,TURTLE CREEK,2070,6070,1986,4,289,67,Active,,,https://www.redfin.com/AZ/Phoenix/506-W-Sandra-Ter-85023/home/27742569,ARMLS,6854000,N,Y,33.6343592,-112.0810393
